,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
4295121,5546147,33 06:30:09,4829,2371,-143289.43,,33
4295122,5546147,33 06:34:38,4829,2371,-38405.16,,33
4295123,5546147,33 06:34:09,4829,4071,-384.05,,33
4295125,5546147,33 10:52:51,5411,1010,-1441.88,,33
4295129,5546147,34 14:24:51,4814,1030,-3368.87,,34
4295133,5546147,36 07:20:49,4829,2370,-1347.55,,36
4295135,5546147,38 11:50:15,4814,1030,-3368.87,,38
4295136,5546147,38 17:27:60,4829,2371,-10668.1,,38
4295137,5546147,38 17:27:32,4829,4071,-106.68,,38
4295138,5546147,38 17:38:31,4829,4071,-1118.47,,38
4295139,5546147,38 17:38:52,4829,2371,-111846.61,,38
4295140,5546147,38 17:47:55,4829,2370,-21560.79,,38
4295141,5546147,38 17:53:48,4829,2370,-18191.92,,38
4295142,5546147,38 17:57:60,4829,2370,-11858.44,,38
4295143,5546147,38 18:01:47,4829,2370,-20011.11,,38
4295144,5546147,38 18:04:55,4829,2370,-67377.47,,38
4295145,5546147,38 18:08:54,4829,2370,-74115.22,,38
4295146,5546147,38 18:13:01,4829,2370,-36316.46,,38
4295147,5546147,38 18:24:29,4829,2370,-29646.09,,38
4295148,5546147,38 18:38:55,4829,2370,-44469.13,,38
4295149,5546147,38 18:42:37,4829,2370,-31128.39,,38
4295150,5546147,38 18:45:45,4829,2371,-29646.09,,38
4295151,5546147,38 18:45:58,4829,4071,-296.46,,38
4295152,5546147,38 18:49:21,4829,4071,-296.46,,38
4295153,5546147,38 18:49:50,4829,2371,-29646.09,,38
4295154,5546147,39 05:03:19,4829,2371,-29646.09,,39
4295155,5546147,39 05:03:23,4829,4071,-296.46,,39
4295156,5546147,39 05:06:47,4829,4071,-296.46,,39
4295157,5546147,39 05:06:57,4829,2371,-29646.09,,39
4295158,5546147,39 05:13:42,4829,2370,-26950.99,,39
4295159,5546147,39 05:16:45,4829,2370,-77484.09,,39
4295160,5546147,39 05:21:35,4829,2370,-146209.12,,39
4295161,5546147,39 06:08:37,4829,4071,-404.26,,39
4295162,5546147,39 06:08:23,4829,2371,-40426.48,,39
4295163,5546147,39 06:11:30,4829,2371,-25940.33,,39
4295164,5546147,39 06:11:53,4829,4071,-259.4,,39
4295165,5546147,39 06:14:29,4829,4071,-1185.84,,39
4295166,5546147,39 06:14:37,4829,2371,-118584.35,,39
4295167,5546147,39 06:18:06,4829,4071,-943.51,,39
4295168,5546147,39 06:18:07,4829,2371,-94350.92,,39
4295169,5546147,39 06:21:26,4829,2370,-26950.99,,39
4295170,5546147,39 06:24:19,4829,2371,-29646.09,,39
4295171,5546147,39 06:24:24,4829,4071,-296.46,,39
4295172,5546147,39 06:28:40,4829,4071,-281.64,,39
4295173,5546147,39 06:28:09,4829,2371,-28163.78,,39
4295174,5546147,39 06:34:12,4829,4071,-1945.41,,39
4295175,5546147,39 06:34:33,4829,2371,-194541.22,,39
4295176,5546147,39 06:40:21,4829,4071,-581.47,,39
4295177,5546147,39 06:40:50,4829,2371,-58146.76,,39
4295178,5546147,39 06:44:42,4829,2371,-26950.99,,39
4295179,5546147,39 06:44:36,4829,4071,-269.51,,39
4295180,5546147,39 06:52:43,4829,4071,-936.32,,39
4295181,5546147,39 06:52:34,4829,2371,-93632.23,,39
4295182,5546147,39 07:01:51,4829,4071,-269.51,,39
4295183,5546147,39 07:01:28,4829,2371,-26950.99,,39
4295184,5546147,39 08:03:12,4829,2371,-5030.85,,39
4295185,5546147,39 08:03:51,4829,4071,-50.31,,39
4295190,5546147,40 04:58:08,4829,4071,-197.64,,40
4295191,5546147,40 04:58:43,4829,2371,-19764.06,,40
4295192,5546147,40 05:06:23,4829,2371,-55316.91,,40
4295193,5546147,40 05:06:17,4829,4071,-553.17,,40
4295194,5546147,40 05:08:11,4829,4071,-256.03,,40
4295195,5546147,40 05:08:18,4829,2371,-25603.44,,40
4295196,5546147,40 05:10:42,4829,2371,-25603.44,,40
4295197,5546147,40 05:10:26,4829,4071,-256.03,,40
4295198,5546147,40 05:13:18,4829,4071,-256.03,,40
4295199,5546147,40 05:13:04,4829,2371,-25603.44,,40
4295200,5546147,40 05:20:15,4829,2371,-50308.51,,40
4295201,5546147,40 05:20:33,4829,4071,-503.09,,40
4295202,5546147,40 05:22:48,4829,2371,-49657.2,,40
4295203,5546147,40 05:22:39,4829,4071,-496.57,,40
4295204,5546147,40 05:25:43,4829,4071,-79.06,,40
4295205,5546147,40 05:25:38,4829,2371,-7905.62,,40
4295206,5546147,40 05:33:16,4829,2371,-25603.44,,40
4295207,5546147,40 05:33:16,4829,4071,-256.03,,40
4295208,5546147,40 05:38:13,4829,2371,-53901.98,,40
4295209,5546147,40 05:38:02,4829,4071,-539.02,,40
4295210,5546147,40 05:40:34,4829,2371,-29646.09,,40
4295211,5546147,40 05:40:28,4829,4071,-296.46,,40
4295212,5546147,40 05:42:28,4829,2371,-86243.17,,40
4295213,5546147,40 05:42:00,4829,4071,-862.43,,40
4295214,5546147,40 05:44:14,4829,2371,-49859.33,,40
4295215,5546147,40 05:44:48,4829,4071,-498.59,,40
4295216,5546147,40 11:43:43,4829,2370,-9477.76,,40
4295218,5546147,42 08:43:05,4829,2370,-7254.31,,42
4295219,5546147,42 10:27:00,5411,1010,-1617.28,,42
4295220,5546147,42 17:11:02,4829,2370,-12958.93,,42
4295221,5546147,44 17:19:45,4814,1030,-3368.87,,44
4295222,5546147,45 08:48:27,4829,2370,-15159.93,,45
4295223,5546147,45 08:54:25,4829,2371,-24705.07,,45
4295224,5546147,45 08:54:31,4829,4071,-247.05,,45
4295225,5546147,45 08:57:54,4829,2371,-24705.07,,45
4295226,5546147,45 08:57:53,4829,4071,-247.05,,45
4295227,5546147,45 09:00:11,4829,4071,-617.63,,45
4295228,5546147,45 09:00:00,4829,2371,-61762.68,,45
4295229,5546147,45 09:05:08,4829,2371,-13340.74,,45
4295230,5546147,45 09:05:55,4829,4071,-133.41,,45
4295231,5546147,45 09:07:60,4829,2370,-61762.68,,45
4295232,5546147,45 09:10:16,4829,2370,-17967.33,,45
4295233,5546147,45 09:14:21,4829,2370,-16664.7,,45
4295234,5546147,45 09:16:32,4829,2370,-24705.07,,45
4295235,5546147,45 09:18:36,4829,2370,-37057.61,,45
4295236,5546147,45 09:20:08,4829,2370,-9882.03,,45
4295237,5546147,45 09:22:20,4829,2370,-56147.89,,45
4295238,5546147,45 09:24:42,4829,2370,-29646.09,,45
4295239,5546147,45 09:26:17,4829,2371,-17967.33,,45
4295240,5546147,45 09:26:32,4829,4071,-179.67,,45
4295241,5546147,45 09:30:47,4829,2370,-29646.09,,45
4295242,5546147,45 10:09:43,4829,2370,-44469.13,,45
4295243,5546147,45 10:12:60,4829,2370,-141492.69,,45
4295244,5546147,45 10:15:50,4829,2370,-6311.02,,45
4295246,5546147,45 11:16:51,4829,2371,-6917.42,,45
4295247,5546147,45 11:16:03,4829,4071,-69.17,,45
4295248,5546147,45 15:20:32,4829,2371,-29646.09,,45
4295249,5546147,45 15:20:05,4829,4071,-296.46,,45
4295250,5546147,45 15:23:35,4829,2370,-77484.09,,45
4295251,5546147,45 15:59:43,4829,2371,-5390.2,,45
4295252,5546147,45 15:59:41,4829,4071,-53.9,,45
4295253,5546147,46 04:44:47,4829,2370,-118584.35,,46
4295254,5546147,46 04:47:41,4829,2370,-67377.47,,46
4295255,5546147,46 04:49:25,4829,4071,-646.82,,46
4295256,5546147,46 04:49:17,4829,2371,-64682.37,,46
4295257,5546147,46 04:53:13,4829,4071,-673.77,,46
4295258,5546147,46 04:53:03,4829,2371,-67377.47,,46
4295259,5546147,46 04:55:07,4829,2370,-44469.13,,46
4295260,5546147,46 04:59:60,4829,4071,-539.02,,46
4295261,5546147,46 04:59:03,4829,2371,-53901.98,,46
4295262,5546147,46 05:01:32,4829,4071,-296.46,,46
4295263,5546147,46 05:01:41,4829,2371,-29646.09,,46
4295264,5546147,46 05:03:04,4829,2370,-94328.46,,46
4295265,5546147,46 05:05:37,4829,2371,-103693.93,,46
4295266,5546147,46 05:05:03,4829,4071,-1036.94,,46
4295267,5546147,46 05:08:09,4829,4071,-429.87,,46
4295268,5546147,46 05:08:35,4829,2371,-42986.83,,46
4295269,5546147,46 05:15:42,4829,2370,-130442.79,,46
4295270,5546147,46 05:18:19,4829,2370,-67377.47,,46
4295271,5546147,46 05:20:23,4829,2370,-5188.07,,46
4295272,5546147,46 05:22:20,4829,2370,-10780.4,,46
4295273,5546147,46 05:24:03,4829,2370,-5188.07,,46
4295274,5546147,46 05:27:15,4829,2371,-80852.97,,46
4295275,5546147,46 05:27:05,4829,4071,-808.53,,46
4295277,5546147,47 20:15:51,4814,1030,-3368.87,,47
4295283,5546147,50 07:59:15,4829,2370,-258729.5,,50
4295284,5546147,51 10:24:41,4829,2370,-2717.56,,51
4295285,5546147,53 03:54:30,4829,2370,-18191.92,,53
4295286,5546147,53 03:56:60,4829,4071,-691.74,,53
4295287,5546147,53 03:56:50,4829,2371,-69174.21,,53
4295288,5546147,53 03:59:56,4829,2371,-4132.49,,53
4295289,5546147,53 03:59:38,4829,4071,-41.32,,53
4295290,5546147,53 04:01:60,4829,4071,-864.68,,53
4295291,5546147,53 04:01:11,4829,2371,-86467.76,,53
4295292,5546147,53 04:04:41,4829,4071,-186.64,,53
4295293,5546147,53 04:04:59,4829,2371,-18663.56,,53
4295294,5546147,53 04:06:10,4829,2370,-23335.06,,53
4295295,5546147,53 04:08:21,4829,2370,-25154.26,,53
4295296,5546147,53 04:11:18,4829,2371,-10780.4,,53
4295297,5546147,53 04:11:37,4829,4071,-107.8,,53
4295298,5546147,53 04:13:46,4829,4071,-574.95,,53
4295299,5546147,53 04:13:56,4829,2371,-57495.44,,53
4295300,5546147,53 04:30:35,4829,2370,-9477.76,,53
4295301,5546147,53 04:32:46,4829,4071,-296.46,,53
4295302,5546147,53 04:32:44,4829,2371,-29646.09,,53
4295303,5546147,53 04:34:43,4829,2370,-86467.76,,53
4295304,5546147,53 04:37:05,4829,2370,-77484.09,,53
4295305,5546147,53 04:39:40,4829,2370,-141492.69,,53
4295306,5546147,53 04:42:59,4829,2370,-13834.84,,53
4295307,5546147,53 09:37:46,4829,2371,-15743.87,,53
4295308,5546147,53 09:37:28,4829,4071,-157.44,,53
4295309,5546147,53 09:39:05,4829,2370,-40426.48,,53
4295310,5546147,53 09:42:60,4829,2370,-94328.46,,53
4295311,5546147,53 09:44:09,4829,2370,-132666.24,,53
4295312,5546147,53 09:45:15,4829,2371,-44469.13,,53
4295313,5546147,53 09:45:30,4829,4071,-444.69,,53
4295314,5546147,53 09:48:54,4829,2371,-29646.09,,53
4295315,5546147,53 09:48:48,4829,4071,-296.46,,53
4295316,5546147,53 09:50:29,4829,2371,-59292.18,,53
4295317,5546147,53 09:50:06,4829,4071,-592.92,,53
4295318,5546147,53 09:53:35,4829,2371,-53901.98,,53
4295319,5546147,53 09:53:24,4829,4071,-539.02,,53
4295320,5546147,53 09:56:16,4829,4071,-2076.57,,53
4295321,5546147,53 09:56:04,4829,2371,-207657.37,,53
4295322,5546147,53 09:59:57,4829,2370,-5390.2,,53
4295324,5546147,53 10:16:02,4829,2370,-170689.6,,53
4295325,5546147,54 05:12:27,4829,2370,-59292.18,,54
4295326,5546147,54 05:17:11,4829,2370,-66703.7,,54
4295327,5546147,54 05:20:25,4829,2370,-44469.13,,54
4295328,5546147,54 05:22:02,4829,2370,-101066.21,,54
4295329,5546147,54 05:23:37,4829,2370,-35934.65,,54
4295330,5546147,54 05:28:60,4829,4071,-143.74,,54
4295331,5546147,54 05:28:07,4829,2371,-14373.86,,54
4295334,5546147,54 15:59:00,4829,2370,-224591.58,,54
4295337,5546147,55 16:12:18,4829,4071,-1347.55,,55
4295338,5546147,55 16:12:59,4829,2371,-134754.95,,55
4295339,5546147,55 16:15:44,4829,2371,-369228.55,,55
4295340,5546147,55 16:15:42,4829,4071,-3692.29,,55
4295341,5546147,55 16:18:07,4829,4071,-1482.3,,55
4295342,5546147,55 16:18:06,4829,2371,-148230.44,,55
4295343,5546147,55 16:21:06,4829,4071,-3395.82,,55
4295344,5546147,55 16:21:32,4829,2371,-339582.46,,55
4295345,5546147,55 16:25:37,4829,2371,-161705.94,,55
4295346,5546147,55 16:25:43,4829,4071,-1617.06,,55
4295347,5546147,55 16:28:22,4829,4071,-5614.79,,55
4295348,5546147,55 16:28:45,4829,2371,-561478.94,,55
4295351,5546147,58 20:04:05,4814,1030,-3368.87,,58
4295353,5546147,60 03:55:51,4829,2371,-16619.78,,60
4295354,5546147,60 03:55:22,4829,4071,-166.2,,60
4295355,5546147,60 03:57:17,4829,2371,-7186.93,,60
4295356,5546147,60 03:57:42,4829,4071,-71.87,,60
4295357,5546147,60 03:59:39,4829,2370,-14553.53,,60
4295358,5546147,60 04:02:01,4829,2370,-17967.33,,60
4295359,5546147,60 04:04:55,4829,2370,-3593.47,,60
4295360,5546147,60 04:06:36,4829,2370,-44918.32,,60
4295361,5546147,60 04:08:17,4829,2371,-21560.79,,60
4295362,5546147,60 04:08:36,4829,4071,-215.61,,60
4295363,5546147,60 04:10:60,4829,2371,-21560.79,,60
4295364,5546147,60 04:10:08,4829,4071,-215.61,,60
4295365,5546147,60 04:12:25,4829,2370,-21560.79,,60
4295366,5546147,60 04:14:38,4829,2370,-9477.76,,60
4295367,5546147,60 04:16:58,4829,2370,-20011.11,,60
4295368,5546147,60 04:18:33,4829,2370,-141492.69,,60
4295369,5546147,60 04:21:31,4829,2371,-74115.22,,60
4295370,5546147,60 04:21:38,4829,4071,-741.15,,60
4295371,5546147,60 04:23:47,4829,2371,-15990.92,,60
4295372,5546147,60 04:23:43,4829,4071,-159.91,,60
4295373,5546147,60 04:25:26,4829,4071,-592.92,,60
4295374,5546147,60 04:25:49,4829,2371,-59292.18,,60
4295376,5546147,60 04:27:17,4829,2370,-208870.17,,60
4295377,5546147,60 04:30:05,4829,2370,-29646.09,,60
4295378,5546147,60 04:32:00,4829,2370,-19764.06,,60
4295379,5546147,60 04:34:08,4829,2370,-14373.86,,60
4295380,5546147,60 04:36:48,4829,2370,-29646.09,,60
4295381,5546147,60 04:39:59,4829,2370,-74115.22,,60
4295382,5546147,60 04:39:27,4829,2370,-74115.22,,60
4295383,5546147,60 04:42:41,4829,2370,-118584.35,,60
4295384,5546147,60 04:46:22,4829,2370,-59292.18,,60
4295385,5546147,60 04:48:08,4829,2371,-4132.49,,60
4295386,5546147,60 04:48:55,4829,4071,-41.32,,60
4295387,5546147,60 04:49:55,4829,2370,-21223.9,,60
4295388,5546147,60 04:51:30,4829,4071,-296.46,,60
4295389,5546147,60 04:51:47,4829,2371,-29646.09,,60
4295390,5546147,60 04:53:25,4829,2370,-7186.93,,60
4295391,5546147,60 04:56:41,4829,2370,-77484.09,,60
4295392,5546147,61 05:59:40,4829,2370,-15811.25,,61
4295396,5546147,63 16:02:22,4829,2370,-1347.55,,63
4295398,5546147,64 20:02:26,4814,1030,-3368.87,,64
4295401,5546147,66 15:13:33,4829,2370,-145984.53,,66
4295402,5546147,67 04:21:56,4829,4071,-41.32,,67
4295403,5546147,67 04:21:47,4829,2371,-4132.49,,67
4295404,5546147,67 04:23:34,4829,2370,-26950.99,,67
4295405,5546147,67 04:25:33,4829,2370,-18191.92,,67
4295406,5546147,67 04:27:06,4829,2370,-44469.13,,67
4295407,5546147,67 04:29:20,4829,2370,-67377.47,,67
4295408,5546147,67 04:30:02,4829,2370,-17967.33,,67
4295409,5546147,67 04:33:09,4829,2370,-20145.86,,67
4295410,5546147,67 04:35:49,4829,2370,-7905.62,,67
4295411,5546147,67 04:37:19,4829,2370,-21560.79,,67
4295412,5546147,67 04:39:00,4829,2370,-29646.09,,67
4295413,5546147,67 04:41:03,4829,2370,-44469.13,,67
4295414,5546147,67 04:43:52,4829,2370,-29646.09,,67
4295415,5546147,67 04:45:11,4829,2370,-141492.69,,67
4295416,5546147,67 05:02:28,4829,2370,-74115.22,,67
4295418,5546147,67 05:03:49,4829,2370,-134754.95,,67
4295419,5546147,67 05:05:36,4829,4071,-215.61,,67
4295420,5546147,67 05:05:33,4829,2371,-21560.79,,67
4295421,5546147,67 05:06:14,4829,4071,-215.61,,67
4295422,5546147,67 05:06:23,4829,2371,-21560.79,,67
4295423,5546147,67 05:08:14,4829,4071,-159.91,,67
4295424,5546147,67 05:08:52,4829,2371,-15990.92,,67
4295425,5546147,67 05:10:38,4829,2371,-29646.09,,67
4295426,5546147,67 05:10:50,4829,4071,-296.46,,67
4295427,5546147,67 05:12:57,4829,4071,-296.46,,67
4295428,5546147,67 05:12:10,4829,2371,-29646.09,,67
4295429,5546147,67 05:14:36,4829,2370,-10780.4,,67
4295430,5546147,67 05:17:58,4829,2370,-77484.09,,67
4295431,5546147,67 05:19:49,4829,2370,-9477.76,,67
4295432,5546147,67 05:21:32,4829,4071,-107.8,,67
4295433,5546147,67 05:21:35,4829,2371,-10780.4,,67
4295435,5546147,67 11:01:18,4829,2330,-449183.15,,67
4295436,5546147,67 16:23:12,4829,2370,-22638.83,,67
4295437,5546147,67 16:25:28,4829,2370,-10780.4,,67
4295438,5546147,67 16:27:56,4829,2370,-44469.13,,67
4295439,5546147,67 16:29:13,4829,4071,-107.8,,67
4295440,5546147,67 16:29:15,4829,2371,-10780.4,,67
4295441,5546147,67 16:31:11,4829,2371,-17967.33,,67
4295442,5546147,67 16:31:23,4829,4071,-179.67,,67
4295443,5546147,67 16:33:01,4829,2370,-16170.59,,67
4295444,5546147,67 16:36:26,4829,2371,-10780.4,,67
4295445,5546147,67 16:36:43,4829,4071,-107.8,,67
4295446,5546147,67 16:40:34,4829,2370,-136102.5,,67
4295447,5546147,67 16:42:55,4829,2370,-14373.86,,67
4295448,5546147,67 16:45:29,4829,4071,-75.46,,67
4295449,5546147,67 16:45:30,4829,2371,-7546.28,,67
4295450,5546147,67 16:47:36,4829,2370,-10061.7,,67
4295451,5546147,69 09:37:33,4829,2370,-449183.15,,69
4295459,5546147,73 17:43:29,4814,1030,-3368.87,,73
4295460,5546147,74 03:26:20,4829,2370,-26950.99,,74
4295461,5546147,74 03:28:11,4829,2370,-24143.59,,74
4295462,5546147,74 03:30:41,4829,2370,-24705.07,,74
4295463,5546147,74 03:31:53,4829,2370,-21560.79,,74
4295464,5546147,74 03:35:13,4829,2370,-97090.94,,74
4295465,5546147,74 03:37:12,4829,2370,-160605.44,,74
4295466,5546147,74 03:40:15,4829,4071,-769.45,,74
4295467,5546147,74 03:40:56,4829,2371,-76945.07,,74
4295468,5546147,74 03:43:18,4829,4071,-202.58,,74
4295469,5546147,74 03:43:49,4829,2371,-20258.16,,74
4295470,5546147,74 03:45:22,4829,2370,-44469.13,,74
4295471,5546147,74 03:52:23,4829,2370,-77484.09,,74
4295472,5546147,74 03:54:11,4829,4071,-215.61,,74
4295473,5546147,74 03:54:23,4829,2371,-21560.79,,74
4295474,5546147,74 03:55:57,4829,4071,-215.61,,74
4295475,5546147,74 03:55:43,4829,2371,-21560.79,,74
4295476,5546147,74 03:57:31,4829,2370,-18191.92,,74
4295477,5546147,74 03:58:43,4829,2371,-29646.09,,74
4295478,5546147,74 03:58:15,4829,4071,-296.46,,74
4295479,5546147,74 04:00:50,4829,2370,-23716.87,,74
4295480,5546147,74 04:03:54,4829,2370,-68433.05,,74
4295481,5546147,74 04:06:21,4829,2370,-130442.79,,74
4295482,5546147,74 04:08:21,4829,2370,-67377.47,,74
4295483,5546147,74 04:10:36,4829,2370,-26950.99,,74
4295484,5546147,74 04:11:09,4829,2370,-29646.09,,74
4295485,5546147,74 04:13:28,4829,2370,-29646.09,,74
4295486,5546147,74 04:14:05,4829,2370,-29646.09,,74
4295487,5546147,74 04:17:55,4829,4071,-800.89,,74
4295488,5546147,74 04:17:39,4829,2371,-80089.36,,74
4295489,5546147,74 04:20:13,4829,2370,-24884.75,,74
4295490,5546147,74 04:22:60,4829,2370,-16170.59,,74
4295491,5546147,74 04:24:05,4829,2370,-3952.81,,74
4295492,5546147,74 04:27:47,4829,2371,-10780.4,,74
4295493,5546147,74 04:27:19,4829,4071,-107.8,,74
4295494,5546147,74 04:29:06,4829,4071,-159.91,,74
4295495,5546147,74 04:29:50,4829,2371,-15990.92,,74
4295496,5546147,74 04:31:28,4829,2371,-10780.4,,74
4295497,5546147,74 04:31:42,4829,4071,-107.8,,74
4295498,5546147,74 04:32:28,4829,2370,-21560.79,,74
4295499,5546147,74 04:34:07,4829,2370,-74115.22,,74
4295500,5546147,74 04:36:20,4829,2370,-22661.29,,74
4295501,5546147,74 04:38:40,4829,2370,-59808.74,,74
4295502,5546147,74 04:39:32,4829,2370,-44469.13,,74
4295503,5546147,74 04:42:34,4829,2370,-55249.53,,74
4295504,5546147,74 04:45:29,4829,2370,-33778.57,,74
4295505,5546147,74 05:03:55,4829,2371,-4132.49,,74
4295506,5546147,74 05:03:26,4829,4071,-41.32,,74
4295507,5546147,74 05:05:58,4829,2370,-103312.13,,74
4295508,5546147,74 05:07:57,4829,2370,-20011.11,,74
4295509,5546147,74 05:09:11,4829,2370,-21560.79,,74
4295510,5546147,74 05:11:29,4829,2371,-7905.62,,74
4295511,5546147,74 05:11:47,4829,4071,-79.06,,74
4295512,5546147,74 05:12:30,4829,4071,-296.46,,74
4295513,5546147,74 05:12:60,4829,2371,-29646.09,,74
4295514,5546147,74 05:14:19,4829,2370,-141492.69,,74
4295515,5546147,74 05:16:00,4829,2370,-29646.09,,74
4295516,5546147,74 05:18:13,4829,2370,-44469.13,,74
4295517,5546147,74 05:19:40,4829,2370,-11858.44,,74
4295518,5546147,74 05:21:42,4829,2370,-21560.79,,74
4295520,5546147,74 05:25:58,4829,2370,-427352.85,,74
4295521,5546147,74 05:42:57,4829,2371,-7905.62,,74
4295522,5546147,74 05:42:48,4829,4071,-79.06,,74
4295523,5546147,74 05:44:01,4829,2370,-9477.76,,74
4295524,5546147,74 05:46:58,4829,2371,-12936.47,,74
4295525,5546147,74 05:46:02,4829,4071,-129.36,,74
4295526,5546147,74 05:47:09,4829,4071,-71.87,,74
4295527,5546147,74 05:47:36,4829,2371,-7186.93,,74
4295528,5546147,74 05:49:09,4829,2370,-10780.4,,74
4295529,5546147,74 05:50:20,4829,2370,-29646.09,,74
4295530,5546147,74 05:52:22,4829,2370,-1145.42,,74
4295531,5546147,74 05:55:28,4829,2370,-11072.36,,74
4295532,5546147,74 06:00:26,4829,2371,-7186.93,,74
4295533,5546147,74 06:00:10,4829,4071,-71.87,,74
4295534,5546147,74 06:07:05,4829,2370,-179673.26,,74
4295540,5546147,76 14:57:57,4829,2370,-11229.58,,76
4295545,5546147,79 11:20:49,4814,1030,-4491.83,,79
