,day,value
300,304,-1669.2199999999998
301,305,-2226.45
302,306,-2342.042
303,307,-4830.143333333333
304,308,-2569.325
305,309,-1940.4699999999998
306,310,-2405.782
307,311,-1522.73
308,312,-2732.1575
309,313,-1010.66
310,314,-2273.5433333333335
311,315,-2512.0
312,316,-3382.273333333333
313,317,-2877.77
314,318,-1862.5366666666666
315,319,-1827.6149999999998
316,320,-1381.24
317,321,-2262.725
318,322,-1827.615
319,323,-2212.98
320,324,-2190.52
321,325,-1968.49
322,326,-2006.2
323,327,-23418.881999999998
324,328,-2512.5060000000003
325,329,-2505.9933333333333
326,330,-2492.6875
327,331,-1330.31
328,332,-3503.2533333333336
329,333,-1932.5333333333335
330,334,-2082.86
331,335,-2717.105
332,336,-2307.2850000000003
333,337,-2881.9599999999996
334,338,-2320.33
335,339,-2885.33
336,340,-2668.523333333333
337,341,-2223.235
338,342,-1661.53
339,343,-2030.0066666666664
340,344,-2716.0950000000003
341,345,-1411.3874999999998
342,346,-1323.112
343,347,-3254.2200000000003
344,348,-716.22
345,349,-2235.96
346,350,-1920.71
347,351,-1686.23
348,352,-2167.7599999999998
349,353,-3390.5066666666667
350,354,-2380.3733333333334
351,355,-17338.993333333332
352,356,-1679.27
353,357,-2267.6425
354,358,-2078.144
355,359,-1752.532
356,360,-2963.56
357,361,-1851.305
358,362,-3512.31
359,363,-2477.02
360,364,-2460.396666666667
361,365,-1834.6866666666665
362,366,-2511.0614285714287
363,367,-1735.865
364,368,-1808.86
365,369,-3905.5
366,370,-1342.61
367,371,-2349.5075
368,372,-2265.083333333333
369,373,-2914.8999999999996
370,374,-2571.46
371,375,-3357.53
372,376,-2357.99
373,377,-1953.7660000000003
374,378,-2627.6433333333334
375,379,-2346.7560000000003
376,380,-1880.62
377,381,-1858.045
378,382,-2427.0475
379,383,-2021.1000000000001
380,384,-7035.107499999999
381,385,-2530.173333333333
382,386,-2711.605
383,387,-2204.3666666666663
384,388,-1858.045
385,389,-2451.5699999999997
386,390,-31558.63666666667
387,391,-2137.0633333333335
388,392,-2152.036666666667
389,393,-2510.633333333333
390,394,-2298.023333333333
391,395,-2183.9849999999997
392,396,-2268.15
393,397,-3806.605
394,398,-3458.4849999999997
395,399,-3039.3233333333333
396,400,-3357.42
397,401,-2020.65
398,402,-2033.1500000000003
399,403,-1246.145
400,404,-2230.643333333333
401,405,-4547.755
402,406,-2593.81
403,407,-2717.3333333333335
404,408,-1274.105
405,409,-4378.1849999999995
406,410,-5830.172
407,411,-2632.7366666666667
408,412,-24090.0275
409,413,-2141.616
410,414,-2434.3480000000004
411,415,-2273.43
412,416,-2607.883333333333
413,417,-3211.513333333334
414,418,-2734.065
415,419,-2885.33
416,420,-2498.245
417,421,-2938.033333333333
418,422,-1964.84
419,423,-1783.7066666666667
420,425,-2194.035
421,426,-7523.82
422,427,-2493.42
423,428,-2233.7133333333336
424,429,-1858.045
425,430,-1223.8
426,431,-3441.5299999999997
427,432,-2024.7666666666667
428,433,-8725.083333333332
429,434,-2469.9449999999997
430,435,-8377.27
431,436,-2586.0966666666664
432,437,-3278.14
433,438,-3301.27
434,439,-23901.825
435,440,-2074.495
436,441,-2445.576
437,442,-9945.513333333334
438,443,-4801.32
439,444,-1661.53
440,445,-9269.9075
441,446,-2473.8766666666666
442,447,-2975.615
443,448,-24890.1375
444,449,-1711.05
445,450,-3346.0399999999995
446,451,-1567.2
447,452,-2185.726666666667
448,453,-1960.24
449,454,-3399.025
450,455,-1763.7150000000001
451,456,-2328.455
