,day,value
97,97,-7074.636666666666
98,98,-2361.8059999999996
99,99,-98183.95
100,100,-11212.34
101,101,-13540.12125
102,102,29085.17
103,103,-12252.882857142858
104,104,-52967.22799999999
105,105,-2290.835
106,106,-26155.186666666665
107,107,-10516.949999999999
108,108,-4616.96
109,109,27149.75285714286
110,110,-1308.395
111,111,-3483.7900000000004
112,112,-11938.838
113,113,-11492.35
114,114,-14676.162
115,115,-4996.457142857143
116,116,18873.130000000005
117,117,-5789.972
118,118,-4583.093333333333
119,119,-12696.61222222222
120,120,-58483.645
121,121,-11548.5
122,122,-18034.254
123,123,13770.933636363641
124,124,-7352.305
125,125,-12820.905714285715
126,126,-10411.104285714286
127,127,-22009.97
128,128,-7905.623333333334
129,129,-6035.134
130,130,17683.960000000003
131,131,-2728.7879999999996
132,132,-7491.028
133,133,-3212.0620000000004
134,134,-23003.7925
135,135,-15561.199999999999
136,136,-3341.92
137,137,24124.878333333338
138,138,-6407.061
139,139,-14356.94
140,140,-7446.373333333334
141,141,-17464.166666666668
142,142,-11196.636666666667
143,143,-6541.977777777778
144,144,15692.961666666668
145,145,-45884.06
146,146,-7342.6483333333335
147,147,-9232.623333333333
148,148,-13378.17
149,149,-9118.343333333334
150,150,-12003.8575
151,151,25047.20166666667
152,152,-5391.994000000001
153,153,-29342.89
154,154,-23593.345
155,155,-5537.7871428571425
156,157,-14764.65
157,158,-26146.955
158,160,-13886.796666666667
159,161,-11620.14
160,162,-10516.055
161,164,-8259.355000000001
162,165,17767.438000000002
163,166,-3335.1839999999997
164,167,-10657.618333333334
165,168,-2514.524
166,169,-9777.220000000001
167,170,-13750.619999999999
168,171,57401.1125
169,172,-4479.255
170,173,-9720.322500000002
171,174,-3992.2250000000004
172,175,-5884.3
173,176,-16670.683333333334
174,177,-13611.37
175,178,-11334.465
176,179,27156.865
177,180,-13081.8975
178,181,-6355.94
179,182,-8026.340000000001
180,183,-17146.445
181,184,-8869.12
182,185,-11217.23
183,186,-13346.803333333335
184,187,44704.206666666665
185,188,-3970.441666666667
186,189,-3382.35
187,190,-6364.553333333331
188,191,-13778.695
189,192,-3739.45
190,193,35867.05
191,194,-9367.49
192,195,-27220.5
193,196,-7836.0
194,197,-5772.003333333334
195,198,-19060.34
196,199,-2762.48
197,200,18225.607500000002
198,201,-4575.38
199,202,-11976.720000000001
200,203,-9923.056666666667
201,204,-10281.892
202,205,-46984.555
203,206,-14104.35
204,207,-4240.286666666667
205,208,-10032.8425
206,209,46820.60666666667
207,210,-13149.837500000001
208,211,-5394.69
209,212,-19618.075
210,213,-7883.614
211,214,41762.05333333334
212,215,-4099.111999999999
213,216,-4196.584
214,217,-8469.91
215,218,-3181.34
216,219,-7452.85
217,220,-18940.556666666667
218,222,38946.705
219,223,-8795.753333333334
220,224,-6893.463333333333
221,225,-20505.21
222,226,-15723.656666666668
223,227,-430.0949999999998
224,228,-2847.1475
225,229,-6816.8862500000005
226,230,-8550.762499999999
227,231,-8603.52
228,232,-6624.330000000001
229,233,-5640.240000000001
230,234,-2526.6549999999997
231,235,-2814.8800000000006
232,236,-4008.96
233,237,-2335.75
234,238,-8534.48
235,239,-7571.205
236,240,-16152.178
237,241,-3449.39
238,242,-17911.18
239,243,-8565.923999999999
240,244,-9556.935
241,245,-5896.932500000001
242,246,-12408.686666666666
243,247,-9609.935
244,248,-2549.115
245,249,-8778.555
246,250,-3530.58
247,251,-4166.173333333333
248,252,-2866.18
249,253,-10499.654999999999
250,254,-7000.52
251,255,4797.275
252,256,-3138.7450000000003
253,257,-1649.625
254,258,-5257.6900000000005
255,259,-11446.686666666666
256,260,-7794.079999999999
257,261,-17574.29
258,262,5170.099999999999
259,263,-794.1580000000009
260,264,3445.2349999999997
261,265,-866.0259999999998
262,266,-4263.875
263,267,-5671.5
264,268,-7667.183333333334
265,269,-4491.384
266,270,-4332.317499999999
267,271,-7934.820000000001
268,272,-8302.226666666666
269,273,-7090.503333333334
270,274,-7275.647500000001
271,275,-15047.633333333333
272,276,-11229.58
273,277,-5740.5599999999995
274,278,-6492.30142857143
275,279,-4254.889999999999
276,280,-6326.0
277,281,-11284.976666666667
278,282,-6827.58
279,283,-5087.0
280,284,-3488.6533333333336
281,285,-10885.653333333334
282,286,-4604.13
283,287,-15067.550000000001
284,288,-8556.94
285,289,-2099.9300000000003
286,290,1451.3579999999995
287,291,1504.8980000000001
288,292,3608.0649999999996
289,293,1885.1319999999996
290,294,2589.5375000000004
291,295,-5704.63
292,296,-3317.6659999999997
293,297,12195.324999999999
294,298,6840.313333333333
295,299,2539.0074999999993
296,300,2856.0566666666673
297,301,1534.8580000000002
298,302,-5430.625999999999
299,303,-2980.9775
300,304,3609.9366666666665
301,305,1592.2066666666663
302,306,-138.79600000000033
303,307,4905.079999999999
304,308,3115.83
305,309,-6978.84875
306,310,-6737.75
307,311,812.3939999999996
308,312,3372.2425
309,313,1672.0849999999994
310,314,5035.340000000001
311,315,-5322.82
312,316,-8590.625
313,317,-4288.953333333334
314,318,1959.4279999999999
315,319,3541.42
316,320,217.85333333333256
317,321,3334.624999999999
318,322,-5152.132
319,323,-9601.31875
320,324,-7677.032000000001
321,325,1403.6975000000007
322,326,167.99499999999944
323,327,-823.8020000000008
324,328,6251.806666666666
325,329,-3694.084
326,330,-8654.675000000001
327,331,-10883.710000000001
328,332,1044.35
329,333,11186.46
330,334,3958.1449999999995
331,335,5694.8966666666665
332,336,598.9066666666671
333,337,-9687.383333333333
334,338,-4609.7425
335,339,-3649.6150000000007
336,340,2521.039999999999
337,341,-3289.3700000000003
338,342,829.8649999999998
339,343,157.21000000000154
340,344,-8158.57
341,345,-6120.120000000001
342,346,-696.2325000000012
343,347,9118.419999999998
344,348,-87795.0925
345,349,25154.26
346,350,15232.9225
347,351,-6330.395
348,352,-6540.106000000001
349,353,4998.065
350,354,1616.4999999999998
351,355,6183.756666666665
352,356,6507.166666666667
353,357,3040.97
354,358,-11668.355000000001
355,359,-17649.5275
356,360,11455.294999999998
357,361,-3290.2683333333334
358,362,-1306.2240000000002
359,363,191.74499999999944
360,364,-1849.1399999999994
361,365,-7777.72
362,366,-8354.81
363,367,941.4859999999996
364,368,-430.09333333333393
365,369,-3526.086666666668
366,370,3307.6724999999988
367,371,-804.0380000000005
368,372,-15780.103333333333
369,373,-12234.624999999998
370,374,2819.1849999999995
371,375,-3718.786000000001
372,376,4986.6833333333325
373,377,-1725.7620000000002
374,378,-2659.1659999999997
375,379,-9552.626666666665
376,380,-10409.820000000002
377,381,3398.0699999999997
378,382,58393.8125
379,383,2687.6133333333332
380,384,918.6239999999998
381,385,5944.19
382,386,-211455.49500000002
383,387,-17624.825
384,388,-2829.8525
385,389,4619.1
386,390,4461.886666666666
387,391,-4521.776666666668
388,392,-2245.1980000000003
389,393,-4811.8775
390,394,-2987.07
391,395,921.3849999999993
392,396,3257.3299999999995
393,397,3172.733333333332
394,398,-4295.475714285715
395,399,-2086.4566666666665
396,400,-45577.11666666667
397,401,-7958.6849999999995
398,402,4930.533333333333
399,403,11399.144999999999
400,404,-6007.450000000001
401,405,638.2880000000001
402,406,-4299.393333333333
403,407,-7794.60111111111
404,408,-2597.7766666666666
405,409,6836.566666666666
406,410,58561.50666666666
407,411,2418.1033333333326
408,412,861.6833333333319
409,413,-1773.1516666666666
410,414,-8702.925000000001
411,416,6109.639999999999
412,417,202.6949999999988
413,418,5667.943333333333
414,419,1734.2959999999998
415,420,2252.09
416,421,-10180.31625
417,422,-9066.759999999998
418,423,4052.812499999999
419,424,6249.636666666665
420,425,-3723.28
421,426,2964.6099999999988
422,427,-5769.008333333334
423,428,-6737.75
424,429,-26979.86714285714
425,430,861.6833333333319
426,431,8843.52
427,432,2448.6099999999997
428,433,5012.883333333332
429,434,499.04000000000013
430,435,-8455.87
431,436,-8339.833333333334
432,437,-618.3766666666669
433,438,2729.9125
434,439,5750.293333333332
435,440,9907.859999999999
436,441,39258.235
437,443,-16844.37
438,444,513.1924999999997
439,445,10104.375
440,446,10104.375
441,447,-5120.0599999999995
442,448,1683.3149999999996
443,449,-48406.97
444,450,-14239.555
445,451,9399.16
446,452,9567.605
447,453,5090.743333333333
448,454,-2350.1260000000007
449,455,112.29250000000059
450,456,-17004.3925
