,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
4691326,70665012,23 10:36:60,4829,2371,-37731.38,,23
4691327,70665012,23 10:36:28,4829,4071,-377.31,,23
4691329,70665012,23 10:58:17,4829,2371,-34362.51,,23
4691330,70665012,23 10:58:47,4829,4071,-343.63,,23
4691332,70665012,23 17:38:28,4814,1030,-4491.83,,23
4691334,70665012,24 07:44:16,4829,4071,-718.69,,24
4691335,70665012,24 07:44:28,4829,2371,-71869.3,,24
4691339,70665012,24 19:22:00,4829,2370,-31442.82,,24
4691340,70665012,25 02:38:57,4829,4071,-381.81,,25
4691341,70665012,25 02:38:00,4829,2371,-38180.57,,25
4691342,70665012,25 02:48:15,4814,1030,-2245.92,,25
4691343,70665012,25 02:51:35,4829,4071,-370.58,,25
4691344,70665012,25 02:51:09,4829,2371,-37057.61,,25
4691345,70665012,25 11:06:52,5541,1110,-22066.12,,25
4691348,70665012,25 14:41:32,4829,2370,-14598.45,,25
4691350,70665012,25 20:24:19,4814,1030,-6737.75,,25
4691354,70665012,25 21:30:10,4829,2371,-61762.68,,25
4691355,70665012,25 21:30:38,4829,4071,-617.63,,25
4691356,70665012,25 21:37:60,4829,2371,-50533.1,,25
4691357,70665012,25 21:37:25,4829,4071,-505.33,,25
4691359,70665012,26 09:34:00,4814,1030,-6737.75,,26
4691360,70665012,26 09:35:14,4814,1030,-6737.75,,26
4691361,70665012,26 10:43:39,4829,2371,-29196.91,,26
4691362,70665012,26 10:43:37,4829,4071,-291.97,,26
4691363,70665012,26 11:34:18,4829,2371,-30319.86,,26
4691364,70665012,26 11:34:50,4829,4071,-303.2,,26
4691371,70665012,28 09:56:45,4829,4071,-853.45,,28
4691372,70665012,28 09:56:42,4829,2371,-85344.8,,28
4691376,70665012,28 18:06:08,4829,2371,-34811.69,,28
4691377,70665012,28 18:06:34,4829,4071,-348.12,,28
4691380,70665012,29 13:50:03,4829,4071,-235.82,,29
4691381,70665012,29 13:50:33,4829,2371,-23582.12,,29
4691384,70665012,31 11:46:33,4829,4051,-314.43,,31
4691385,70665012,31 11:46:07,4829,2331,-31442.82,,31
4691386,70665012,31 11:48:11,4814,1030,-37057.61,,31
4691389,70665012,31 15:31:04,4829,2370,-28073.95,,31
4691392,70665012,32 09:07:08,4829,2371,-45816.68,,32
4691393,70665012,32 09:07:50,4829,4071,-458.17,,32
4691396,70665012,33 12:43:17,4814,1030,-4491.83,,33
4691397,70665012,33 13:12:38,4829,2371,-38854.34,,33
4691398,70665012,33 13:12:46,4829,4071,-388.54,,33
4691399,70665012,33 13:41:28,4829,4071,-460.41,,33
4691400,70665012,33 13:41:53,4829,2371,-46041.27,,33
4691401,70665012,33 15:01:56,4829,2370,-37057.61,,33
4691403,70665012,33 15:50:35,4814,1030,-2245.92,,33
4691404,70665012,33 18:36:03,4829,4071,-689.5,,33
4691405,70665012,33 18:36:20,4829,2371,-68949.61,,33
4691407,70665012,33 20:48:03,4829,2370,-224591.58,,33
4691412,70665012,34 16:20:32,4829,2370,-20213.24,,34
4691414,70665012,34 18:20:09,4829,2370,-69623.39,,34
4691415,70665012,34 21:51:23,5541,1110,-19741.6,,34
4691417,70665012,35 09:45:54,4829,2371,-40426.48,,35
4691418,70665012,35 09:45:51,4829,4071,-404.26,,35
4691419,70665012,35 12:39:09,4829,4071,-580.57,,35
4691420,70665012,35 12:39:60,4829,2371,-58056.92,,35
4691424,70665012,35 19:31:33,4829,4071,-577.2,,35
4691425,70665012,35 19:31:46,4829,2371,-57720.04,,35
4691427,70665012,36 09:34:19,4829,4071,-202.13,,36
4691428,70665012,36 09:34:29,4829,2371,-20213.24,,36
4691430,70665012,36 11:33:55,4829,4071,-179.67,,36
4691431,70665012,36 11:33:28,4829,2371,-17967.33,,36
4691432,70665012,36 11:50:25,4829,4071,-437.95,,36
4691433,70665012,36 11:50:56,4829,2371,-43795.36,,36
4691435,70665012,36 14:24:45,4829,2371,-22009.97,,36
4691436,70665012,36 14:24:44,4829,4071,-220.1,,36
4691439,70665012,37 12:20:27,4829,4071,-168.44,,37
4691440,70665012,37 12:20:44,4829,2371,-16844.37,,37
4691441,70665012,37 15:40:36,4829,4071,-554.74,,37
4691442,70665012,37 15:40:12,4829,2371,-55474.12,,37
4691453,70665012,39 12:59:53,4829,2371,-24255.89,,39
4691454,70665012,39 12:59:20,4829,4071,-242.56,,39
4691455,70665012,39 13:04:41,4814,1030,-20213.24,,39
4691456,70665012,39 13:29:47,4829,4071,-202.13,,39
4691457,70665012,39 13:29:42,4829,2371,-20213.24,,39
4691458,70665012,39 14:35:04,4829,4071,-215.61,,39
4691459,70665012,39 14:35:41,4829,2371,-21560.79,,39
4691460,70665012,39 19:08:37,4829,2371,-48736.37,,39
4691461,70665012,39 19:08:09,4829,4071,-487.36,,39
4691463,70665012,40 09:27:50,4814,1030,-4491.83,,40
4691464,70665012,40 12:37:11,4814,1030,-28073.95,,40
4691468,70665012,41 11:28:27,4829,2371,-19090.28,,41
4691469,70665012,41 11:28:29,4829,4071,-190.9,,41
4691470,70665012,41 12:15:47,5541,1110,-24289.58,,41
4691476,70665012,42 09:17:13,4829,4051,-314.43,,42
4691477,70665012,42 09:17:28,4829,2331,-31442.82,,42
4691482,70665012,42 20:06:27,5411,1110,-37536.21,,42
4691483,70665012,43 10:11:31,4814,1030,-6737.75,,43
4691484,70665012,43 10:17:46,4829,4071,-393.04,,43
4691485,70665012,43 10:17:33,4829,2371,-39303.53,,43
4691486,70665012,43 10:59:35,4814,1030,-35485.47,,43
4691487,70665012,43 11:12:28,4814,1030,-28523.13,,43
4691488,70665012,43 11:50:01,4829,4071,-460.41,,43
4691489,70665012,43 11:50:18,4829,2371,-46041.27,,43
4691490,70665012,43 16:00:31,4829,2371,-91633.36,,43
4691491,70665012,43 16:00:42,4829,4071,-916.33,,43
4691492,70665012,43 16:09:29,4829,2371,-70746.35,,43
4691493,70665012,43 16:09:39,4829,4071,-707.46,,43
4691494,70665012,43 16:32:60,4829,2371,-24705.07,,43
4691495,70665012,43 16:32:29,4829,4071,-247.05,,43
4691497,70665012,43 17:48:25,4829,4071,-269.51,,43
4691498,70665012,43 17:48:57,4829,2371,-26950.99,,43
4691501,70665012,44 11:11:47,4829,2371,-187084.78,,44
4691502,70665012,44 11:11:35,4829,4071,-1870.85,,44
4691505,70665012,45 13:04:41,4829,4071,-336.89,,45
4691506,70665012,45 13:04:59,4829,2371,-33688.74,,45
4691509,70665012,45 16:06:42,4829,2371,-40426.48,,45
4691510,70665012,45 16:06:15,4829,4071,-404.26,,45
4691512,70665012,46 08:59:37,4814,1030,-14598.45,,46
4691514,70665012,46 12:50:50,4829,4071,-398.65,,46
4691515,70665012,46 12:50:60,4829,2371,-39865.0,,46
4691516,70665012,46 13:09:31,4829,2370,-29646.09,,46
4691519,70665012,47 13:04:26,4829,2371,-28073.95,,47
4691520,70665012,47 13:04:28,4829,4071,-280.74,,47
4691525,70665012,47 18:55:20,4829,2371,-31892.0,,47
4691526,70665012,47 18:55:24,4829,4071,-318.92,,47
4691527,70665012,47 18:59:57,4829,2371,-14935.34,,47
4691528,70665012,47 18:59:50,4829,4071,-149.35,,47
4691530,70665012,47 19:42:38,4829,4071,-179.67,,47
4691531,70665012,47 19:42:07,4829,2371,-17967.33,,47
4691532,70665012,48 07:15:16,4814,1030,-4491.83,,48
4691535,70665012,48 10:14:33,4829,4071,-269.51,,48
4691536,70665012,48 10:14:45,4829,2371,-26950.99,,48
4691539,70665012,48 14:18:49,4829,4071,-103.31,,48
4691540,70665012,48 14:18:17,4829,2371,-10331.21,,48
4691542,70665012,48 20:34:44,4829,2371,-34699.4,,48
4691543,70665012,48 20:34:17,4829,4071,-346.99,,48
4691545,70665012,49 11:11:40,4829,2370,-56147.89,,49
4691548,70665012,49 17:42:40,4814,1030,-6737.75,,49
4691549,70665012,49 17:53:02,4829,2371,-44918.32,,49
4691550,70665012,49 17:53:07,4829,4071,-449.18,,49
4691553,70665012,49 19:39:24,4829,2370,-49410.15,,49
4691554,70665012,50 09:55:36,4829,2371,-13475.49,,50
4691555,70665012,50 09:55:13,4829,4071,-134.75,,50
4691558,70665012,51 16:40:05,4814,1030,-23582.12,,51
4691560,70665012,52 12:54:39,4829,2370,-20213.24,,52
4691566,70665012,52 18:31:12,4829,2370,-22459.16,,52
4691567,70665012,52 19:56:29,4829,4071,-449.18,,52
4691568,70665012,52 19:56:00,4829,2371,-44918.32,,52
4691569,70665012,52 20:31:21,4829,2370,-224591.58,,52
4691570,70665012,53 03:20:26,4829,4071,-539.02,,53
4691571,70665012,53 03:20:40,4829,2371,-53901.98,,53
4691572,70665012,53 07:42:59,4829,2371,-19314.88,,53
4691573,70665012,53 07:42:16,4829,4071,-193.15,,53
4691575,70665012,53 09:48:58,4829,2370,-37282.2,,53
4691577,70665012,53 11:32:51,4829,2371,-16395.19,,53
4691578,70665012,53 11:32:04,4829,4071,-163.95,,53
4691580,70665012,53 12:12:18,4829,2371,-38180.57,,53
4691581,70665012,53 12:12:33,4829,4071,-381.81,,53
4691583,70665012,53 13:43:59,4829,2370,-17967.33,,53
4691587,70665012,54 12:01:19,4829,2371,-58730.7,,54
4691588,70665012,54 12:01:27,4829,4071,-587.31,,54
4691590,70665012,54 13:33:06,4829,2370,-61762.68,,54
4691593,70665012,54 18:49:60,4829,2371,-12352.54,,54
4691594,70665012,54 18:49:26,4829,4071,-123.53,,54
4691595,70665012,55 07:23:09,4829,2371,-16844.37,,55
4691596,70665012,55 07:23:47,4829,4071,-168.44,,55
4691597,70665012,55 12:14:06,4814,1030,-2245.92,,55
4691598,70665012,55 12:16:59,4814,1030,-4491.83,,55
4691601,70665012,55 16:06:58,4829,4071,-114.54,,55
4691602,70665012,55 16:06:10,4829,2371,-11454.17,,55
4691605,70665012,55 19:23:04,4829,2370,-21336.2,,55
4691606,70665012,55 19:55:55,4829,2370,-112295.79,,55
4691609,70665012,56 14:18:41,4829,2371,-25603.44,,56
4691610,70665012,56 14:18:48,4829,4071,-256.03,,56
4691611,70665012,56 15:10:24,4829,4071,-232.45,,56
4691612,70665012,56 15:10:48,4829,2371,-23245.23,,56
4691613,70665012,56 15:21:14,4829,4071,-303.2,,56
4691614,70665012,56 15:21:60,4829,2371,-30319.86,,56
4691615,70665012,56 19:55:24,4829,2370,-112295.79,,56
4691617,70665012,57 03:35:50,4829,4071,-381.81,,57
4691618,70665012,57 03:35:53,4829,2371,-38180.57,,57
4691621,70665012,57 11:33:43,4829,4071,-351.49,,57
4691622,70665012,57 11:33:23,4829,2371,-35148.58,,57
4691623,70665012,57 11:52:42,4829,4071,-471.64,,57
4691624,70665012,57 11:52:36,4829,2371,-47164.23,,57
4691627,70665012,57 14:32:23,4814,1030,-4491.83,,57
4691628,70665012,57 16:31:47,4814,1030,-96574.38,,57
4691629,70665012,57 16:53:10,4814,1030,-41549.44,,57
4691631,70665012,57 19:36:60,4829,2370,-89836.63,,57
4691632,70665012,58 13:44:38,5499,1010,-5098.23,,58
4691636,70665012,58 18:48:05,4829,2370,-67377.47,,58
4691638,70665012,59 08:45:57,4829,2370,-22459.16,,59
4691639,70665012,59 09:44:45,4829,2371,-21673.09,,59
4691640,70665012,59 09:44:09,4829,4071,-216.73,,59
4691641,70665012,59 10:08:60,4829,4071,-409.88,,59
4691642,70665012,59 10:08:12,4829,2371,-40987.96,,59
4691644,70665012,59 11:06:54,4829,4071,-381.81,,59
4691645,70665012,59 11:06:37,4829,2371,-38180.57,,59
4691646,70665012,59 11:58:32,4829,2371,-33688.74,,59
4691647,70665012,59 11:58:20,4829,4071,-336.89,,59
4691648,70665012,59 19:10:00,4829,4071,-204.83,,59
4691649,70665012,59 19:10:32,4829,2371,-20482.75,,59
4691650,70665012,60 11:13:09,4829,2371,-20213.24,,60
4691651,70665012,60 11:13:10,4829,4071,-202.13,,60
4691652,70665012,60 11:42:08,4829,4071,-157.21,,60
4691653,70665012,60 11:42:33,4829,2371,-15721.41,,60
4691658,70665012,60 22:29:32,4814,1030,-4491.83,,60
4691661,70665012,61 17:18:13,5499,1010,-16282.89,,61
4691663,70665012,61 20:35:47,4829,2370,-23132.93,,61
4691664,70665012,62 03:38:16,4829,4071,-370.58,,62
4691665,70665012,62 03:38:43,4829,2371,-37057.61,,62
4691666,70665012,62 03:40:47,4814,1030,-2245.92,,62
4691671,70665012,62 13:22:34,5411,1110,-43699.68,,62
4691673,70665012,62 15:56:28,4829,2370,-32116.6,,62
4691674,70665012,62 16:07:10,4829,4071,-132.51,,62
4691675,70665012,62 16:07:46,4829,2371,-13250.9,,62
4691679,70665012,62 18:50:04,4829,2370,-25828.03,,62
4691680,70665012,62 20:00:01,4829,2370,-67377.47,,62
4691681,70665012,63 03:34:44,4814,1030,-2245.92,,63
4691684,70665012,63 07:41:39,4814,1030,-58685.78,,63
4691685,70665012,63 08:15:25,4829,4071,-179.67,,63
4691686,70665012,63 08:15:60,4829,2371,-17967.33,,63
4691687,70665012,63 09:35:08,4814,1030,-6647.91,,63
4691688,70665012,63 10:20:16,4829,4071,-314.43,,63
4691689,70665012,63 10:20:52,4829,2371,-31442.82,,63
4691691,70665012,63 11:36:44,4829,2370,-38180.57,,63
4691692,70665012,63 12:07:44,4829,2370,-56147.89,,63
4691695,70665012,63 13:53:26,4829,2370,-36720.72,,63
4691697,70665012,63 15:03:41,4829,4071,-251.54,,63
4691698,70665012,63 15:03:34,4829,2371,-25154.26,,63
4691700,70665012,63 19:02:25,4829,2370,-11229.58,,63
4691701,70665012,63 19:51:16,4814,1030,-6737.75,,63
4691702,70665012,63 20:19:28,4829,2371,-22459.16,,63
4691703,70665012,63 20:19:49,4829,4071,-224.59,,63
4691706,70665012,64 05:34:36,4829,2371,-44918.32,,64
4691707,70665012,64 05:34:41,4829,4071,-449.18,,64
4691708,70665012,64 05:44:30,4829,4071,-67.38,,64
4691709,70665012,64 05:44:15,4829,2371,-6737.75,,64
4691714,70665012,64 10:24:02,4829,2371,-25828.03,,64
4691715,70665012,64 10:24:57,4829,4071,-258.28,,64
4691716,70665012,64 10:35:14,4829,2370,-22459.16,,64
4691717,70665012,64 10:46:00,4829,4071,-413.25,,64
4691718,70665012,64 10:46:21,4829,2371,-41324.85,,64
4691720,70665012,64 11:39:07,5411,1110,-34235.17,,64
4691723,70665012,64 13:00:32,4829,4071,-296.46,,64
4691724,70665012,64 13:00:10,4829,2371,-29646.09,,64
4691725,70665012,64 13:26:35,4829,4071,-769.23,,64
4691726,70665012,64 13:26:22,4829,2371,-76922.62,,64
4691728,70665012,64 15:40:28,4829,2371,-41549.44,,64
4691729,70665012,64 15:40:53,4829,4071,-415.49,,64
4691730,70665012,64 16:33:49,4829,4071,-251.54,,64
4691731,70665012,64 16:33:54,4829,2371,-25154.26,,64
4691732,70665012,64 17:11:14,4829,4071,-247.05,,64
4691733,70665012,64 17:11:59,4829,2371,-24705.07,,64
4691734,70665012,64 18:28:42,4829,2371,-62436.46,,64
4691735,70665012,64 18:28:23,4829,4071,-624.36,,64
4691736,70665012,65 09:10:18,4829,4071,-314.43,,65
4691737,70665012,65 09:10:11,4829,2371,-31442.82,,65
4691739,70665012,65 10:42:06,4829,2371,-30319.86,,65
4691740,70665012,65 10:42:54,4829,4071,-303.2,,65
4691741,70665012,65 11:15:43,4814,1030,-4491.83,,65
4691744,70665012,65 13:40:29,4829,2371,-15721.41,,65
4691745,70665012,65 13:40:46,4829,4071,-157.21,,65
4691747,70665012,66 04:45:42,4829,2371,-36159.24,,66
4691748,70665012,66 04:45:53,4829,4071,-361.59,,66
4691749,70665012,66 10:25:21,5541,1110,-22403.01,,66
4691750,70665012,66 14:21:04,4829,2371,-24705.07,,66
4691751,70665012,66 14:21:53,4829,4071,-247.05,,66
4691753,70665012,66 19:08:48,4829,4071,-325.66,,66
4691754,70665012,66 19:08:25,4829,2371,-32565.78,,66
4691758,70665012,67 14:04:04,4829,2370,-21785.38,,67
4691760,70665012,67 15:04:37,4814,1030,-26277.21,,67
4691763,70665012,67 19:17:55,4829,4071,-226.84,,67
4691764,70665012,67 19:17:08,4829,2371,-22683.75,,67
4691765,70665012,68 10:18:03,4829,2371,-33688.74,,68
4691766,70665012,68 10:18:40,4829,4071,-336.89,,68
4691769,70665012,68 12:17:53,4814,1030,-15721.41,,68
4691770,70665012,68 12:22:14,4814,1030,-6737.75,,68
4691771,70665012,68 15:19:32,4829,2371,-57046.26,,68
4691772,70665012,68 15:19:38,4829,4071,-570.46,,68
4691774,70665012,69 19:46:23,4814,1030,-31442.82,,69
4691779,70665012,70 07:39:29,5541,1110,-22369.32,,70
4691780,70665012,70 08:44:01,4829,2371,-23649.49,,70
4691781,70665012,70 08:44:42,4829,4071,-236.49,,70
4691783,70665012,70 09:26:09,4814,1030,-4491.83,,70
4691785,70665012,70 10:54:52,4829,4071,-291.97,,70
4691786,70665012,70 10:54:53,4829,2371,-29196.91,,70
4691787,70665012,70 11:05:54,4829,2371,-35934.65,,70
4691788,70665012,70 11:05:16,4829,4071,-359.35,,70
4691791,70665012,70 14:13:32,4829,2370,-134754.95,,70
4691793,70665012,71 10:20:53,4829,2370,-89836.63,,71
4691795,70665012,71 12:01:00,4829,2371,-31442.82,,71
4691796,70665012,71 12:01:38,4829,4071,-314.43,,71
4691797,70665012,71 15:47:27,4814,1030,-6737.75,,71
4691798,70665012,71 15:53:02,4814,1030,-6737.75,,71
4691800,70665012,71 17:18:18,4829,2371,-53318.04,,71
4691801,70665012,71 17:18:29,4829,4071,-533.18,,71
4691804,70665012,71 17:44:19,4829,4071,-197.64,,71
4691805,70665012,71 17:44:34,4829,2371,-19764.06,,71
4691806,70665012,71 18:00:06,4829,2370,-67377.47,,71
4691807,70665012,71 18:02:31,4814,1030,-4491.83,,71
4691808,70665012,71 18:18:51,4829,2371,-15272.23,,71
4691809,70665012,71 18:18:07,4829,4071,-152.72,,71
4691813,70665012,72 17:50:22,4814,1030,-4491.83,,72
4691816,70665012,72 19:12:37,4829,2371,-117910.58,,72
4691817,70665012,72 19:12:05,4829,4071,-1179.11,,72
4691818,70665012,72 19:14:06,4829,2370,-67377.47,,72
4691819,70665012,72 21:32:40,4814,1030,-24705.07,,72
4691824,70665012,73 13:48:09,4829,2370,-53901.98,,73
4691826,70665012,73 14:46:40,4829,2371,-12352.54,,73
4691827,70665012,73 14:46:56,4829,4071,-123.53,,73
4691828,70665012,73 14:50:32,4829,4071,-166.2,,73
4691829,70665012,73 14:50:08,4829,2371,-16619.78,,73
4691830,70665012,73 15:51:31,4829,2371,-22234.57,,73
4691831,70665012,73 15:51:51,4829,4071,-222.35,,73
4691834,70665012,73 18:08:14,4829,2371,-47164.23,,73
4691835,70665012,73 18:08:33,4829,4071,-471.64,,73
4691839,70665012,74 15:43:16,4814,1030,-32565.78,,74
4691841,70665012,74 16:30:38,4829,4071,-213.36,,74
4691842,70665012,74 16:30:51,4829,2371,-21336.2,,74
4691844,70665012,74 16:43:24,4814,1030,-4491.83,,74
4691845,70665012,74 17:20:45,4829,4071,-202.13,,74
4691846,70665012,74 17:20:48,4829,2371,-20213.24,,74
4691847,70665012,74 17:24:43,4829,4071,-411.0,,74
4691848,70665012,74 17:24:07,4829,2371,-41100.26,,74
4691850,70665012,74 19:18:21,4829,2371,-29196.91,,74
4691851,70665012,74 19:18:22,4829,4071,-291.97,,74
4691853,70665012,74 23:07:02,4829,4071,-67.38,,74
4691854,70665012,74 23:07:05,4829,2371,-6737.75,,74
4691858,70665012,75 10:44:18,4829,4071,-67.38,,75
4691859,70665012,75 10:44:58,4829,2371,-6737.75,,75
4691860,70665012,75 15:42:27,4829,2370,-6737.75,,75
4691865,70665012,76 09:40:19,4829,4071,-242.56,,76
4691866,70665012,76 09:40:50,4829,2371,-24255.89,,76
4691867,70665012,76 09:45:58,4829,2371,-30319.86,,76
4691868,70665012,76 09:45:45,4829,4071,-303.2,,76
4691869,70665012,76 10:35:48,4814,1030,-6737.75,,76
4691870,70665012,76 12:17:47,5411,1110,-27754.13,,76
4691871,70665012,76 14:35:24,4814,1030,-2245.92,,76
4691872,70665012,76 14:37:03,4814,1030,-2245.92,,76
4691875,70665012,77 10:00:48,4829,4071,-624.36,,77
4691876,70665012,77 10:00:31,4829,2371,-62436.46,,77
4691877,70665012,77 10:30:09,4814,1030,-4491.83,,77
4691878,70665012,77 10:44:34,4829,4071,-157.21,,77
4691879,70665012,77 10:44:00,4829,2371,-15721.41,,77
4691884,70665012,77 15:07:37,4814,1030,-44918.32,,77
4691885,70665012,77 15:17:23,4829,2370,-33464.15,,77
4691886,70665012,77 15:36:39,4829,2370,-62436.46,,77
4691890,70665012,77 19:05:40,4829,2371,-24480.48,,77
4691891,70665012,77 19:05:12,4829,4071,-244.8,,77
4691892,70665012,77 19:36:35,4829,2370,-11229.58,,77
4691893,70665012,78 09:49:40,4829,2370,-8983.66,,78
4691894,70665012,78 18:26:35,4829,2370,-112295.79,,78
4691895,70665012,79 10:12:07,4814,1030,-4491.83,,79
4691896,70665012,79 11:00:11,4829,2371,-43795.36,,79
4691897,70665012,79 11:00:56,4829,4071,-437.95,,79
4691898,70665012,79 17:55:34,4829,2370,-26950.99,,79
4691901,70665012,80 11:01:01,4829,2370,-2245.92,,80
4691902,70665012,80 11:05:46,4829,2371,-38405.16,,80
4691903,70665012,80 11:05:35,4829,4071,-384.05,,80
4691905,70665012,80 11:36:23,4829,2370,-33688.74,,80
4691906,70665012,80 13:55:57,4814,1030,-2245.92,,80
4691907,70665012,80 14:38:55,4814,1030,-2245.92,,80
4691908,70665012,80 15:11:50,4814,1030,-35934.65,,80
4691910,70665012,81 12:42:12,4814,1030,-2245.92,,81
4691911,70665012,81 13:10:30,4829,2370,-35934.65,,81
4691912,70665012,81 13:50:13,5411,1110,-3254.33,,81
4691916,70665012,81 16:51:53,4814,1030,-20213.24,,81
4691918,70665012,81 21:39:45,4814,1030,-3368.87,,81
4691920,70665012,82 10:28:09,4829,2370,-1347.55,,82
4691922,70665012,82 10:33:44,4829,2370,-78607.05,,82
4691924,70665012,82 10:43:23,4829,2370,-33688.74,,82
4691928,70665012,82 18:54:32,4829,2370,-22459.16,,82
